Year,Place,Name,Time,Rookie,Hometown,Year,Days,Hours,Min,Sec,Time_(days),Finish,Prize_Money,Points_(binary),Points_(top_20),Points_(1/x)
1989,33,Kazuo Kojima,14d 13h 45m 7s,,"Tokyo, Japan",1989,14,13,45,7,14.57299769,Yes,0,0,0,0.03030303
1989,34,Frank Winkler,14d 22h 35m 34s,Yes,"Anchorage, AK",1989,14,22,35,34,14.94136574,Yes,0,0,0,0.029411765
1989,35,Connor Thomas,14d 22h 51m 20s,Yes,"Nome, AK",1989,14,22,51,20,14.95231481,Yes,0,0,0,0.028571429
1989,36,John Suter,14d 22h 54m 44s,,"Chugiak, AK",1989,14,22,54,44,14.95467593,Yes,0,0,0,0.027777778
1989,37,Duane Lamberts,16d 1h 4m 4s,Yes,"Trapper Creek, AK",1989,16,1,4,4,16.04449074,Yes,0,0,0,0.027027027
1989,38,Bob Hoyte,17d 11h 19m 19s,Yes,"Ithaca, NY",1989,17,11,19,19,17.47174769,Yes,0,0,0,0.026315789
1989,99,David Aisenbrey,0d 0h 0m 0s,Yes,"Montana Creek, AK",1989,0,0,0,0,0,No,0,0,0,0.01010101
1989,99,Bill Chisholm,0d 0h 0m 0s,,"Two Rivers, AK",1989,0,0,0,0,0,No,0,0,0,0.01010101
1989,99,Joe LeFaive,0d 0h 0m 0s,,"Whiskey Creek, AK",1989,0,0,0,0,0,No,0,0,0,0.01010101
1989,99,Michael Madden,0d 0h 0m 0s,Yes,"North Pole, AK",1989,0,0,0,0,0,No,0,0,0,0.01010101
1989,99,Jan Masek,0d 0h 0m 0s,,"Willow, AK",1989,0,0,0,0,0,No,0,0,0,0.01010101
1989,99,Rodger Roberts,0d 0h 0m 0s,,"Ophir, AK",1989,0,0,0,0,0,No,0,0,0,0.01010101
1989,99,Mike Ross,0d 0h 0m 0s,Yes,"Anchorage, AK",1989,0,0,0,0,0,No,0,0,0,0.01010101
1989,99,Kevin Saiki,0d 0h 0m 0s,,"Trapper Creek, AK",1989,0,0,0,0,0,No,0,0,0,0.01010101
1989,99,Carolyn Muegge Vaughan,0d 0h 0m 0s,Yes,"Trapper Creek, AK",1989,0,0,0,0,0,No,0,0,0,0.01010101
1989,99,Norm Vaughan,0d 0h 0m 0s,,"Trapper Creek, AK",1989,0,0,0,0,0,No,0,0,0,0.01010101
1989,99,Gary Whittemore,0d 0h 0m 0s,,"Cantwell, AK",1989,0,0,0,0,0,No,0,0,0,0.01010101
1988,1,Susan Butcher,11d 11h 41m 40s,,"Manley, AK",1988,11,11,41,40,11.48726852,Yes,30000,1,1,1
1988,2,Rick Swenson,12d 2h 10m 9s,,"Two Rivers, AK",1988,12,2,10,9,12.09038194,Yes,21000,0,0.95,0.5
1988,3,Martin Buser,12d 4h 21m 46s,,"Big Lake, AK",1988,12,4,21,46,12.18178241,Yes,16500,0,0.9,0.333333333
1988,4,Joe Garnie,12d 9h 21m 39s,,"Teller, AK",1988,12,9,21,39,12.39003472,Yes,13200,0,0.85,0.25
1988,5,Joe Redington Sr,13d 3h 25m 28s,,"Knik, AK",1988,13,3,25,28,13.14268519,Yes,9000,0,0.8,0.2
1988,6,Herbie Nayokpuk,13d 3h 26m 44s,,"Shishmaref, AK",1988,13,3,26,44,13.14356481,Yes,7200,0,0.75,0.166666667
1988,7,Rick Mackey,13d 14h 43m 29s,,"Trapper Creek, AK",1988,13,14,43,29,13.61353009,Yes,6900,0,0.7,0.142857143
1988,8,Lavon Barve,13d 15h 22m 42s,,"Wasilla, AK",1988,13,15,22,42,13.64076389,Yes,6000,0,0.65,0.125
1988,9,DeeDee Jonrowe,13d 16h 29m 6s,,"Bethel, AK",1988,13,16,29,6,13.686875,Yes,5400,0,0.6,0.111111111
1988,10,Robin Jacobson,13d 17h 19m 48s,,"Minnetonka, MN",1988,13,17,19,48,13.72208333,Yes,4800,0,0.55,0.1
1988,11,Jerry Austin,13d 19h 6m 3s,,"Saint Michael, AK",1988,13,19,6,3,13.79586806,Yes,4500,0,0.5,0.090909091
1988,12,Jan Masek,13d 22h 18m 3s,,"Willow, AK",1988,13,22,18,3,13.92920139,Yes,4200,0,0.45,0.083333333
1988,13,Lucy Nordlum,13d 23h 47m 31s,Yes,"Kotzebue, AK",1988,13,23,47,31,13.99133102,Yes,3900,0,0.4,0.076923077
1988,14,Jacques Philip,14d 0h 2m 43s,,France,1988,14,0,2,43,14.00188657,Yes,3600,0,0.35,0.071428571
1988,15,Bill Cotter,14d 1h 33m 18s,,"Nenana, AK",1988,14,1,33,18,14.06479167,Yes,3300,0,0.3,0.066666667
1988,16,Tim Osmar,14d 1h 49m 16s,,"Clam Gulch, AK",1988,14,1,49,16,14.07587963,Yes,3000,0,0.25,0.0625
1988,17,Dan MacEachen,14d 2h 46m 11s,,"Snowmass Village, CO",1988,14,2,46,11,14.11540509,Yes,2700,0,0.2,0.058823529
1988,18,John Patten,14d 3h 57m 6s,Yes,"Grand Marais, MN",1988,14,3,57,6,14.16465278,Yes,2400,0,0.15,0.055555556
1988,19,Harry Sutherland,14d 4h 16m 56s,,"Delta Junction, AK",1988,14,4,16,56,14.17842593,Yes,2100,0,0.1,0.052631579
1988,20,Matt Desalernos,14d 5h 1m 36s,,"Nome, AK",1988,14,5,1,36,14.20944444,Yes,1800,0,0.05,0.05
1988,21,Bill Hall,14d 5h 49m 7s,,"Trapper Creek, AK",1988,14,5,49,7,14.24244213,Yes,0,0,0,0.047619048
1988,22,Darwin McLeod,14d 6h 1m 6s,Yes,"Ninilchik, AK",1988,14,6,1,6,14.25076389,Yes,0,0,0,0.045454545
1988,23,Horst Maas,14d 7h 11m 11s,Yes,Austria,1988,14,7,11,11,14.29943287,Yes,0,0,0,0.043478261
1988,24,Ted English,14d 8h 52m 23s,,"Chugiak, AK",1988,14,8,52,23,14.36971065,Yes,0,0,0,0.041666667
1988,25,Jerry Raychel,14d 9h 17m 9s,,"Chugiak, AK",1988,14,9,17,9,14.38690972,Yes,0,0,0,0.04
1988,26,John Barron,14d 9h 54m 24s,,"Jake Lake, AK",1988,14,9,54,24,14.41277778,Yes,0,0,0,0.038461538
1988,27,Duane Halverson,14d 11h 19m 55s,,"Ambler, AK",1988,14,11,19,55,14.47216435,Yes,0,0,0,0.037037037
1988,28,Peter Thomann,14d 12h 38m 45s,,"Tagish, YT",1988,14,12,38,45,14.52690972,Yes,0,0,0,0.035714286
1988,29,Conrad Saussele,14d 21h 24m 20s,Yes,"Anchorage, AK",1988,14,21,24,20,14.89189815,Yes,0,0,0,0.034482759
1988,30,Burt Bomhoff,14d 21h 46m 25s,,"Anchorage, AK",1988,14,21,46,25,14.9072338,Yes,0,0,0,0.033333333
1988,31,Frank Teasley,15d 6h 42m 51s,Yes,"Jackson, WY",1988,15,6,42,51,15.27975694,Yes,0,0,0,0.032258065
1988,32,Peryll Kyzer,15d 12h 30m 48s,Yes,"Anchorage, AK",1988,15,12,30,48,15.52138889,Yes,0,0,0,0.03125
1988,33,Ken Chase,15d 12h 54m 20s,,"Anvik, AK",1988,15,12,54,20,15.53773148,Yes,0,0,0,0.03030303
1988,34,Ralph Anderson,15d 13h 6m 49s,,"McGrath, AK",1988,15,13,6,49,15.54640046,Yes,0,0,0,0.029411765
1988,35,Ian MacKenzie,17d 6h 45m 45s,Yes,"Bruce Mines, ONT",1988,17,6,45,45,17.28177083,Yes,0,0,0,0.028571429
1988,36,Mike Tvenge,17d 8h 1m 59s,Yes,"Delta Junction, AK",1988,17,8,1,59,17.33471065,Yes,0,0,0,0.027777778
1988,37,Mark Merrill,18d 1h 29m 14s,Yes,"Willow, AK",1988,18,1,29,14,18.06196759,Yes,0,0,0,0.027027027
1988,38,John Suter,18d 1h 50m 50s,Yes,"Chugiak, AK",1988,18,1,50,50,18.07696759,Yes,0,0,0,0.026315789
1988,39,John Gourley,18d 6h 52m 13s,,"Trapper Creek, AK",1988,18,6,52,13,18.28626157,Yes,0,0,0,0.025641026
1988,40,Jennifer Gourley,18d 6h 52m 30s,Yes,"Trapper Creek, AK",1988,18,6,52,30,18.28645833,Yes,0,0,0,0.025
1988,41,Peter Kelly,18d 7h 6m 41s,Yes,"Palmer, AK",1988,18,7,6,41,18.29630787,Yes,0,0,0,0.024390244
1988,42,Tim Mowry,18d 7h 21m 41s,Yes,"Wasilla, AK",1988,18,7,21,41,18.30672454,Yes,0,0,0,0.023809524
1988,43,Matt Ace,18d 7h 34m 6s,,"Sutton, AK",1988,18,7,34,6,18.31534722,Yes,0,0,0,0.023255814
1988,44,Gordon Brinker,18d 7h 44m 7s,,"Shell Lake, AK",1988,18,7,44,7,18.32230324,Yes,0,0,0,0.022727273
1988,45,Lesley Monk,19d 13h 22m 55s,Yes,Saville Green UK,1988,19,13,22,55,19.55758102,Yes,0,0,0,0.022222222
1988,99,Terry Adkins,0d 0h 0m 0s,,"Mikado, MI",1988,0,0,0,0,0,No,0,0,0,0.01010101
1988,99,Brian Carver,0d 0h 0m 0s,Yes,"Willow, AK",1988,0,0,0,0,0,No,0,0,0,0.01010101
1988,99,Ray Dronenburg,0d 0h 0m 0s,,"Trapper Creek, AK",1988,0,0,0,0,0,No,0,0,0,0.01010101
1988,99,Stan Ferguson,0d 0h 0m 0s,,"Trapper Creek, AK",1988,0,0,0,0,0,No,0,0,0,0.01010101
1988,99,Tim Moerlein,0d 0h 0m 0s,,"Kasilof, AK",1988,0,0,0,0,0,No,0,0,0,0.01010101
1988,99,Joe Runyan,0d 0h 0m 0s,,"Nenana, AK",1988,0,0,0,0,0,No,0,0,0,0.01010101
1988,99,Norm Vaughan,0d 0h 0m 0s,,"Trapper Creek, AK",1988,0,0,0,0,0,No,0,0,0,0.01010101
1987,1,Susan Butcher,11d 2h 5m 13s,,"Manley, AK",1987,11,2,5,13,11.08695602,Yes,50000,1,1,1
1987,2,Rick Swenson,11d 6h 25m 43s,,"Manley, AK",1987,11,6,25,43,11.2678588,Yes,30000,0,0.95,0.5
1987,3,Duane Halverson,11d 8h 27m 51s,,"Trapper Creek, AK",1987,11,8,27,51,11.35267361,Yes,20000,0,0.9,0.333333333
1987,4,Tim Osmar,11d 11h 11m 27s,,"Clam Gulch, AK",1987,11,11,11,27,11.46628472,Yes,15000,0,0.85,0.25
1987,5,Jerry Austin,11d 12h 16m 5s,,"Saint Michael, AK",1987,11,12,16,5,11.51116898,Yes,13000,0,0.8,0.2
1987,6,Joe Runyan,11d 13h 13m 48s,,"Nenana, AK",1987,11,13,13,48,11.55125,Yes,11000,0,0.75,0.166666667
1987,7,Lavon Barve,11d 20h 15m 22s,,"Wasilla, AK",1987,11,20,15,22,11.84400463,Yes,9500,0,0.7,0.142857143
1987,8,Ted English,11d 11h 12m 3s,,"Chugiak, AK",1987,11,11,12,3,11.46670139,Yes,8000,0,0.65,0.125
1987,9,John Cooper,12d 0h 14m 14s,,"Ambler, AK",1987,12,0,14,14,12.00988426,Yes,6500,0,0.6,0.111111111
1987,10,Martin Buser,12d 2h 26m 28s,,"Big Lake, AK",1987,12,2,26,28,12.10171296,Yes,5500,0,0.55,0.1
1987,11,Joe Garnie,12d 3h 24m 24s,,"Teller, AK",1987,12,3,24,24,12.14194444,Yes,4500,0,0.5,0.090909091
1987,12,Guy Blankenship,12d 5h 11m 10s,,"Fairbanks, AK",1987,12,5,11,10,12.21608796,Yes,4000,0,0.45,0.083333333
1987,13,Jerry Riley,12d 6h 59m 0s,,"Nenana, AK",1987,12,6,59,0,12.29097222,Yes,3750,0,0.4,0.076923077
1987,14,Diana Moroney,12d 9h 13m 18s,,"Trapper Creek, AK",1987,12,9,13,18,12.38423611,Yes,3500,0,0.35,0.071428571
1987,15,Stephen Adkins,12d 9h 30m 30s,,"Montana Creek, AK",1987,12,9,30,30,12.39618056,Yes,3250,0,0.3,0.066666667
1987,16,Matt Desalernos,12d 9h 31m 40s,,"Nome, AK",1987,12,9,31,40,12.39699074,Yes,3000,0,0.25,0.0625
1987,17,Harry Sutherland,12d 11h 25m 11s,,"Delta Junction, AK",1987,12,11,25,11,12.47582176,Yes,2750,0,0.2,0.058823529
1987,18,Robin Jacobson,12d 14h 35m 30s,Yes,"Minnetonka, MN",1987,12,14,35,30,12.60798611,Yes,2500,0,0.15,0.055555556
1987,19,Bruce Johnson,12d 17h 15m 0s,,"Tagish, YT",1987,12,17,15,0,12.71875,Yes,2250,0,0.1,0.052631579
1987,20,Jacques Philip,12d 18h 27m 53s,,France,1987,12,18,27,53,12.76936343,Yes,2000,0,0.05,0.05
1987,21,Sue Firmin,13d 2h 57m 11s,,"Flathorn Lake, AK",1987,13,2,57,11,13.12304398,Yes,0,0,0,0.047619048
1987,22,DeeDee Jonrowe,13d 2h 58m 15s,,"Bethel, AK",1987,13,2,58,15,13.12378472,Yes,0,0,0,0.045454545
1987,23,Terry Adkins,13d 4h 6m 21s,,"Sand Coulee, MT",1987,13,4,6,21,13.17107639,Yes,0,0,0,0.043478261
1987,24,Gary Whittemore,13d 4h 56m 24s,,"Cantwell, AK",1987,13,4,56,24,13.20583333,Yes,0,0,0,0.041666667
1987,25,Herbie Nayokpuk,13d 10h 27m 47s,,"Shishmaref, AK",1987,13,10,27,47,13.43596065,Yes,0,0,0,0.04
1987,26,Claire Philip,13d 10h 33m 33s,,France,1987,13,10,33,33,13.43996528,Yes,0,0,0,0.038461538
1987,27,Gary Guy,15d 4h 35m 14s,Yes,"Galena, AK",1987,15,4,35,14,15.19113426,Yes,0,0,0,0.037037037
1987,28,Dave Olesen,15d 4h 46m 13s,,"Ely, MN",1987,15,4,46,13,15.19876157,Yes,0,0,0,0.035714286
1987,29,Don McEwen,15d 8h 33m 15s,Yes,"Eldorado, ONT",1987,15,8,33,15,15.35642361,Yes,0,0,0,0.034482759
1987,30,Kazuo Kojima,15d 8h 53m 17s,,"Tokyo, Japan",1987,15,8,53,17,15.37033565,Yes,0,0,0,0.033333333
1987,31,Bruce Barton,15d 9h 24m 22s,Yes,"Big Lake, AK",1987,15,9,24,22,15.3919213,Yes,0,0,0,0.032258065
1987,32,Dick Mackey,15d 13h 28m 22s,,"Coldfoot, AK",1987,15,13,28,22,15.56136574,Yes,0,0,0,0.03125
1987,33,Joe Redington Sr,15d 14h 13m 12s,,"Knik, AK",1987,15,14,13,12,15.5925,Yes,0,0,0,0.03030303
1987,34,Dennis Lozano,15d 15h 29m 28s,Yes,"Eagle River, AK",1987,15,15,29,28,15.64546296,Yes,0,0,0,0.029411765
1987,35,Nels Anderson,15d 18h 6m 46s,Yes,"Soldotna, AK",1987,15,18,6,46,15.75469907,Yes,0,0,0,0.028571429
1987,36,John Coble,15d 18h 14m 50s,,"Skwentna, AK",1987,15,18,14,50,15.76030093,Yes,0,0,0,0.027777778
1987,37,Mike Owens,15d 18h 39m 49s,Yes,"Nome, AK",1987,15,18,39,49,15.77765046,Yes,0,0,0,0.027027027
1987,38,Rodger Roberts,17d 10h 32m 42s,,"Ophir, AK",1987,17,10,32,42,17.439375,Yes,0,0,0,0.026315789
1987,39,Pat Danly,17d 11h 2m 22s,,"Trapper Creek, AK",1987,17,11,2,22,17.45997685,Yes,0,0,0,0.025641026
1987,40,Bill Chisholm,17d 11h 16m 28s,Yes,"Knik, AK",1987,17,11,16,28,17.46976852,Yes,0,0,0,0.025
1987,41,Henry Horner,17d 11h 28m 10s,Yes,"Kobuk, AK",1987,17,11,28,10,17.47789352,Yes,0,0,0,0.024390244
1987,42,Caleb Slemons,17d 12h 33m 39s,Yes,"Eagle River, AK",1987,17,12,33,39,17.52336806,Yes,0,0,0,0.023809524
1987,43,Mike Lawless,17d 13h 30m 0s,,"Trapper Creek, AK",1987,17,13,30,0,17.5625,Yes,0,0,0,0.023255814
1987,44,Roy Wade,17d 15h 21m 51s,Yes,"Talkeetna, AK",1987,17,15,21,51,17.64017361,Yes,0,0,0,0.022727273
1987,45,John Gourley,18d 4h 51m 49s,Yes,"Wasilla, AK",1987,18,4,51,49,18.20265046,Yes,0,0,0,0.022222222
1987,46,Don McQuown,18d 12h 34m 35s,,"Knik, AK",1987,18,12,34,35,18.5240162,Yes,0,0,0,0.02173913
1987,47,Matt Ace,18d 12h 45m 38s,Yes,"Sutton, AK",1987,18,12,45,38,18.53168981,Yes,0,0,0,0.021276596
1987,48,Brian Johnson,18d 23h 32m 23s,Yes,"Palmer, AK",1987,18,23,32,23,18.98082176,Yes,0,0,0,0.020833333
1987,49,Andre Monnier,18d 23h 35m 30s,Yes,"Phaisbourg, France",1987,18,23,35,30,18.98298611,Yes,0,0,0,0.020408163
1987,50,Rhodi Karella,19d 9h 1m 1s,Yes,"Willow, AK",1987,19,9,1,1,19.37570602,Yes,0,0,0,0.02
1987,99,David Aisenbrey,0d 0h 0m 0s,Yes,"Montana Creek, AK",1987,0,0,0,0,0,No,0,0,0,0.01010101
1987,99,John Barron,0d 0h 0m 0s,,"Big Lake, AK",1987,0,0,0,0,0,No,0,0,0,0.01010101
1987,99,Burt Bomhoff,0d 0h 0m 0s,,"Anchorage, AK",1987,0,0,0,0,0,No,0,0,0,0.01010101
1987,99,Gordon Brinker,0d 0h 0m 0s,,"Shell Lake, AK",1987,0,0,0,0,0,No,0,0,0,0.01010101
1987,99,Tony Burch,0d 0h 0m 0s,Yes,"Homer, AK",1987,0,0,0,0,0,No,0,0,0,0.01010101
1987,99,Gordon Hubbard,0d 0h 0m 0s,,"Wasilla, AK",1987,0,0,0,0,0,No,0,0,0,0.01010101
1987,99,Joe LeFaive,0d 0h 0m 0s,,"Skwentna, AK",1987,0,0,0,0,0,No,0,0,0,0.01010101
1987,99,Rick Mackey,0d 0h 0m 0s,,"Trapper Creek, AK",1987,0,0,0,0,0,No,0,0,0,0.01010101
1987,99,Raymie Redington,0d 0h 0m 0s,,"Knik, AK",1987,0,0,0,0,0,No,0,0,0,0.01010101
1987,99,Libby Riddles,0d 0h 0m 0s,,"Teller, AK",1987,0,0,0,0,0,No,0,0,0,0.01010101
1987,99,Peter Thomann,0d 0h 0m 0s,,"Tagish, YT",1987,0,0,0,0,0,No,0,0,0,0.01010101
1987,99,Carolyn Muegge Vaughan,0d 0h 0m 0s,Yes,"Atlanta, GA",1987,0,0,0,0,0,No,0,0,0,0.01010101
1987,99,Norm Vaughan,0d 0h 0m 0s,,"Anchorage, AK",1987,0,0,0,0,0,No,0,0,0,0.01010101
1986,1,Susan Butcher,11d 15h 6m 0s,,"Manley, AK",1986,11,15,6,0,11.62916667,Yes,50000,1,1,1
1986,2,Joe Garnie,11d 16h 1m 11s,,"Teller, AK",1986,11,16,1,11,11.66748843,Yes,30000,0,0.95,0.5
1986,3,Rick Swenson,11d 23h 59m 43s,,"Manley, AK",1986,11,23,59,43,11.99980324,Yes,20000,0,0.9,0.333333333
1986,4,Joe Runyan,12d 2h 11m 31s,,"Nenana, AK",1986,12,2,11,31,12.09133102,Yes,15000,0,0.85,0.25
1986,5,Duane Halverson,12d 2h 27m 51s,,"Trapper Creek, AK",1986,12,2,27,51,12.10267361,Yes,13000,0,0.8,0.2
1986,6,John Cooper,12d 3h 28m 3s,,"Anchorage, AK",1986,12,3,28,3,12.14447917,Yes,11000,0,0.75,0.166666667
1986,7,Lavon Barve,12d 4h 17m 55s,,"Wasilla, AK",1986,12,4,17,55,12.1791088,Yes,9500,0,0.7,0.142857143
1986,8,Jerry Austin,12d 10h 15m 1s,,"Saint Michael, AK",1986,12,10,15,1,12.42709491,Yes,8000,0,0.65,0.125
1986,9,Terry Adkins,13d 0h 22m 29s,,"Sand Coulee, MT",1986,13,0,22,29,13.01561343,Yes,6500,0,0.6,0.111111111
1986,10,Rune Hesthammer,13d 4h 20m 0s,Yes,Norway,1986,13,4,20,0,13.18055556,Yes,5500,0,0.55,0.1
1986,11,John Barron,13d 4h 24m 45s,,"Yentna River, AK",1986,13,4,24,45,13.18385417,Yes,4500,0,0.5,0.090909091
1986,12,Guy Blankenship,13d 7h 12m 29s,,"Fairbanks, AK",1986,13,7,12,29,13.30033565,Yes,4000,0,0.45,0.083333333
1986,13,Tim Moerlein,13d 7h 40m 31s,,"Kasilof, AK",1986,13,7,40,31,13.31980324,Yes,3750,0,0.4,0.076923077
1986,14,Bob Chlupach,13d 10h 32m 13s,,"Willow, AK",1986,13,10,32,13,13.43903935,Yes,3500,0,0.35,0.071428571
1986,15,Jerry Riley,13d 14h 36m 49s,,"Nenana, AK",1986,13,14,36,49,13.60890046,Yes,3250,0,0.3,0.066666667
1986,16,Vern Halter,13d 15h 29m 29s,,"Trapper Creek, AK",1986,13,15,29,29,13.64547454,Yes,3000,0,0.25,0.0625
1986,17,Gary Whittemore,13d 20h 37m 23s,,"Cantwell, AK",1986,13,20,37,23,13.85929398,Yes,2750,0,0.2,0.058823529
1986,18,Ted English,13d 23h 1m 26s,,"Chugiak, AK",1986,13,23,1,26,13.9593287,Yes,2500,0,0.15,0.055555556
1986,19,Nina Hotvedt,14d 6h 20m 41s,Yes,Norway,1986,14,6,20,41,14.26436343,Yes,2250,0,0.1,0.052631579
1986,20,Rick Atkinson,14d 6h 21m 21s,,Great Britain,1986,14,6,21,21,14.26482639,Yes,2000,0,0.05,0.05
1986,21,Rusty Miller,14d 11h 4m 54s,,"Fairbanks, AK",1986,14,11,4,54,14.46173611,Yes,0,0,0,0.047619048
1986,22,Peter Sapin,14d 11h 17m 42s,Yes,"Grand Marais, MN",1986,14,11,17,42,14.470625,Yes,0,0,0,0.045454545
1986,23,Frank Torres,14d 16h 43m 15s,Yes,"McGrath, AK",1986,14,16,43,15,14.69670139,Yes,0,0,0,0.043478261
1986,24,Paul Johnson,15d 0h 8m 6s,Yes,"Unalakleet, AK",1986,15,0,8,6,15.005625,Yes,0,0,0,0.041666667
1986,25,Martin Buser,15d 0h 53m 56s,,"Eagle River, AK",1986,15,0,53,56,15.0374537,Yes,0,0,0,0.04
1986,26,John Wood,15d 4h 29m 42s,,"Chugiak, AK",1986,15,4,29,42,15.18729167,Yes,0,0,0,0.038461538
1986,27,Dan MacEachen,15d 5h 9m 14s,Yes,"Snowmass Village, CO",1986,15,5,9,14,15.21474537,Yes,0,0,0,0.037037037
1986,28,Jerry Raychel,15d 7h 9m 14s,,"Chugiak, AK",1986,15,7,9,14,15.2980787,Yes,0,0,0,0.035714286
1986,29,Raymie Redington,15d 7h 12m 24s,,"Knik, AK",1986,15,7,12,24,15.30027778,Yes,0,0,0,0.034482759
1986,30,Mike Pemberton,15d 7h 44m 37s,Yes,"Anchorage, AK",1986,15,7,44,37,15.32265046,Yes,0,0,0,0.033333333
1986,31,Dave Olesen,15d 9h 44m 15s,Yes,"Yellowknife, NWT",1986,15,9,44,15,15.40572917,Yes,0,0,0,0.032258065
1986,32,Steve Bush,15d 9h 55m 31s,Yes,"Aniak, AK",1986,15,9,55,31,15.41355324,Yes,0,0,0,0.03125
1986,33,Kari Skogen,15d 10h 52m 49s,,Norway,1986,15,10,52,49,15.45334491,Yes,0,0,0,0.03030303
1986,34,Gordon Brinker,15d 15h 20m 31s,Yes,"Shell Lake, AK",1986,15,15,20,31,15.63924769,Yes,0,0,0,0.029411765
1986,35,Bobby Lee,16d 10h 34m 3s,Yes,"Trapper Creek, AK",1986,16,10,34,3,16.4403125,Yes,0,0,0,0.028571429
1986,36,Ron Robbins,16d 15h 3m 19s,,"Trapper Creek, AK",1986,16,15,3,19,16.62730324,Yes,0,0,0,0.027777778
1986,37,Dave Scheer,16d 15h 3m 58s,,"Homer, AK",1986,16,15,3,58,16.62775463,Yes,0,0,0,0.027027027
1986,38,Gordon Hubbard,16d 16h 44m 44s,Yes,"Kodiak, AK",1986,16,16,44,44,16.69773148,Yes,0,0,0,0.026315789
1986,39,Matt Desalernos,16d 19h 22m 59s,Yes,"Nome, AK",1986,16,19,22,59,16.80762731,Yes,0,0,0,0.025641026
1986,40,Allen Cheshire,16d 21h 9m 57s,,Great Britain,1986,16,21,9,57,16.88190972,Yes,0,0,0,0.025
1986,41,Ray Lang,16d 22h 39m 2s,Yes,"Nome, AK",1986,16,22,39,2,16.94377315,Yes,0,0,0,0.024390244
1986,42,Rodger Roberts,16d 22h 53m 2s,Yes,"Ophir, AK",1986,16,22,53,2,16.95349537,Yes,0,0,0,0.023809524
1986,43,Allen Miller,17d 5h 41m 37s,Yes,"Livengood, AK",1986,17,5,41,37,17.2372338,Yes,0,0,0,0.023255814
1986,44,Armen Khatchikian,17d 8h 12m 29s,Yes,"Tarvisio, Italy",1986,17,8,12,29,17.34200231,Yes,0,0,0,0.022727273
1986,45,Don McQuown,17d 15h 59m 49s,Yes,"Knik, AK",1986,17,15,59,49,17.66653935,Yes,0,0,0,0.022222222
1986,46,Mike Lawless,18d 1h 20m 52s,Yes,"Fairbanks, AK",1986,18,1,20,52,18.05615741,Yes,0,0,0,0.02173913
1986,47,Mark Jackson,18d 11h 1m 34s,Yes,"Palmer, AK",1986,18,11,1,34,18.4594213,Yes,0,0,0,0.021276596
1986,48,Joe LeFaive,18d 18h 7m 24s,Yes,"Illiamna, AK",1986,18,18,7,24,18.75513889,Yes,0,0,0,0.020833333
1986,49,Peter Thomann,18d 18h 7m 34s,Yes,"Tagish, YT",1986,18,18,7,34,18.75525463,Yes,0,0,0,0.020408163
1986,50,Pat Danly,19d 0h 38m 21s,Yes,"Trapper Creek, AK",1986,19,0,38,21,19.02663194,Yes,0,0,0,0.02
1986,51,Bill Hall,19d 0h 38m 48s,Yes,"Trapper Creek, AK",1986,19,0,38,48,19.02694444,Yes,0,0,0,0.019607843
1986,52,Bill Davidson,19d 0h 55m 55s,Yes,"Willow, AK",1986,19,0,55,55,19.03883102,Yes,0,0,0,0.019230769
1986,53,Scott Cameron,19d 19h 51m 27s,,"Palmer, AK",1986,19,19,51,27,19.82739583,Yes,0,0,0,0.018867925
1986,54,Stan Ferguson,19d 21h 42m 58s,Yes,"Trapper Creek, AK",1986,19,21,42,58,19.90483796,Yes,0,0,0,0.018518519
1986,55,Mike Peterson,20d 13h 42m 21s,Yes,"Willow, AK",1986,20,13,42,21,20.57107639,Yes,0,0,0,0.018181818
1986,99,Abel Akpik,0d 0h 0m 0s,Yes,"Barrow, AK",1986,0,0,0,0,0,No,0,0,0,0.01010101
1986,99,John Anderson,0d 0h 0m 0s,Yes,"Willow, AK",1986,0,0,0,0,0,No,0,0,0,0.01010101
1986,99,Frank Bettine,0d 0h 0m 0s,,"Glennallen, AK",1986,0,0,0,0,0,No,0,0,0,0.01010101
1986,99,Roger Bliss,0d 0h 0m 0s,Yes,"Wasilla, AK",1986,0,0,0,0,0,No,0,0,0,0.01010101
1986,99,Ron Brennan,0d 0h 0m 0s,,"Trapper Creek, AK",1986,0,0,0,0,0,No,0,0,0,0.01010101
1986,99,Joe Carpenter,0d 0h 0m 0s,Yes,"Chugiak, AK",1986,0,0,0,0,0,No,0,0,0,0.01010101
1986,99,William Cowart,0d 0h 0m 0s,Yes,"Anchorage, AK",1986,0,0,0,0,0,No,0,0,0,0.01010101
1986,99,Jim Darling,0d 0h 0m 0s,Yes,"Kasilof, AK",1986,0,0,0,0,0,No,0,0,0,0.01010101
1986,99,Ray Dronenburg,0d 0h 0m 0s,,"Willow, AK",1986,0,0,0,0,0,No,0,0,0,0.01010101
1986,99,Don Honea,0d 0h 0m 0s,,"Ruby, AK",1986,0,0,0,0,0,No,0,0,0,0.01010101
1986,99,Fred Jackson,0d 0h 0m 0s,Yes,"Kotzebue, AK",1986,0,0,0,0,0,No,0,0,0,0.01010101
1986,99,Rick Mackey,0d 0h 0m 0s,,"Trapper Creek, AK",1986,0,0,0,0,0,No,0,0,0,0.01010101
1986,99,Jan Masek,0d 0h 0m 0s,,"Anchorage, AK",1986,0,0,0,0,0,No,0,0,0,0.01010101
1986,99,Earl Norris,0d 0h 0m 0s,,"Willow, AK",1986,0,0,0,0,0,No,0,0,0,0.01010101
